"Username","Photography","Sculpture","Home","Animals","Charity","Law","Military","Politics","Religion","Travel","Vehicles","Shopping","Outdoor recreation","Sports","Fitness","Technology","News","Painting","Architecture","Books","Business","RealEstate","Dance","Engineering","Family","Food","Games","HealthCare","Live Events","Movies","Science","TV","Entrepreneurship","Class"
"sumbafoundation",0.00032302164668589347,0.040379989032614236,0.03203889510478532,0.00708007627932714,0.08144945713569086,0.020048424584778728,0.022912879805122792,0.1008432306492341,0.13099213356413733,0.02586955853231941,0.03674553755169314,0.009211043943130652,0.02749330020321575,0.03252150118861345,0.0004887369704076231,0.030767744282348138,0.03804601912510541,0.026361126580259457,0.03849521030580105,0.013319007056575054,0.02388598048731045,0.00013164258559688612,0.006712664934791139,0.041038608138495615,0.004000391613468624,0.07848403284815801,0.04188551286954443,0.13548505605040817,0.01360095238485921,0.0345599409673607,0.01650258584724258,0.0005944832578069147,0.03767541024186518,"[[\"HealthCare\",0.13548505605040817],[\"Religion\",0.13099213356413733],[\"Politics\",0.1008432306492341]]"
"bradleycastaneda",0.0633189919615529,0.030703782995277373,0.02358742519298928,0.1306381819600873,0.011240024318329114,0.014387005237378308,0.0003532460998564015,0.00038691647248023534,0.0005430242296451338,0.0890323632725178,0.027549616950593537,0.03173647843481165,0.07643335279196754,0.00978506219699126,0.13360288803583065,0.037520891814519675,0.03276767931534312,0.03395389565030857,0.01276785616242771,0.02869687640638933,0.0008061200496258617,0.020639038490737414,0.011871201928903029,0.03848130463414273,0.00982447669058962,0.011803305046642822,0.034944515959512014,0.027827607518378622,0.015463664811718207,0.0008926107368419577,0.04481383658404726,0.04159311124586809,0.0008003690753035066,"[[\"Fitness\",0.13360288803583065],[\"Animals\",0.1306381819600873],[\"Travel\",0.0890323632725178]]"
"christian_quottes",0.04566185525715187,0.03492211816344265,0.014112220327835963,0.03933389882873119,0.018971723662227876,0.03875004948104309,0.12351894396435789,0.0808740472654833,0.12930771828774731,0.03340759029366555,0.04143035626504374,0.0007307116122986019,0.027065619115279167,0.043992491030999614,0.02279266180761249,0.021954532294417763,0.07447111878248543,0.028141616405623893,0.007252013835782028,0.0688895509264983,0.019275066558096365,0.0003046576486028199,0.0006678310850804286,0.015036454283600427,0.026828110287021725,0.03215782974863999,0.00021491141050670825,0.009132242781727157,0.01562594930973128,0.00007479224933405134,0.022446661001325318,0.033025510694083646,0.018484658807556835,"[[\"Religion\",0.12930771828774731],[\"Military\",0.12351894396435789],[\"Politics\",0.0808740472654833]]"
"chicagotribune",0.0007871528720590717,0.02508370777033423,0.009268338408032501,0.021289319966158238,0.04036189595294837,0.10343281979192334,0.10439697819714866,0.011014444115032777,0.02283166477574277,0.0266758428376392,0.03549181062899019,0.02739088817532655,0.0002725374487633154,0.023899757405033566,0.0002689564881942262,0.09504510651288238,0.06760424520011503,0.015687167978256464,0.04638898483867026,0.0009457984083230795,0.015934561089943403,0.007342822059002097,0.0021841394207361775,0.0042823860952683115,0.012302779130651545,0.015268318326467283,0.022057445184950737,0.011965670168946778,0.08628636413561519,0.03616039281410693,0.1123204704748219,0.018143423299749425,0.028575749076150184,"[[\"Science\",0.1123204704748219],[\"Military\",0.10439697819714866],[\"Law\",0.10343281979192334]]"
"marniethedog",0.14189080384791028,0.006771061363161447,0.034029557818081826,0.12466040196628705,0.011164908082194665,0.0003051739231884438,0.0008301835410320844,0.03405711133136985,0.007083306670295176,0.08007214752362596,0.00031980438895500295,0.02079398771535469,0.0325312762762851,0.018245452361089532,0.04065288087549651,0.023143280083728096,0.0005090347904401697,0.024009372325454022,0.021581430628105542,0.03664891446979345,0.0009321934880798746,0.0005419568345994421,0.012272678633856622,0.008952897152362346,0.009575130579603894,0.09874949603269736,0.024612950721808538,0.03404537931580246,0.038551991839363475,0.0277886981848456,0.013790492011025232,0.03857204715922423,0.029604535181253756,"[[\"Photography\",0.14189080384791028],[\"Animals\",0.12466040196628705],[\"Food\",0.09874949603269736]]"
"realgrumpycat",0.07581911883058506,0.013761471572165913,0.04142315375298375,0.08008057798682024,0.030484644921293796,0.00038967185860824756,0.0008209168023296761,0.04470826214251349,0.025622128578347482,0.10278543992710909,0.0004561154171217995,0.037336256078843624,0.025376649909551307,0.033225775298038183,0.017553010590183715,0.009965578551977805,0.0006533469339003148,0.023108594076829886,0.03571735697644766,0.02279659857251873,0.00042010452025420476,0.0003907083341299042,0.007255008300146421,0.010535848622012761,0.011204929423487251,0.05857022552769872,0.026411153834875422,0.026650504945376206,0.03755913931279121,0.027196611271746017,0.01210619846660357,0.003117608927925195,0.015689308727557,"[[\"Travel\",0.10278543992710909],[\"Animals\",0.08008057798682024],[\"Photography\",0.07581911883058506]]"
"technologyreview",0.026641572160543168,0.0058635543062701325,0.033822082616426476,0.030905334753533957,0.03657502596262161,0.00020937082018852559,0.039681574381031044,0.0007005671837923196,0.0003891222411065439,0.03968836745376569,0.11280771199313247,0.0003141150890813626,0.02629414650192044,0.034947280654536735,0.044283782956234266,0.060238048092667806,0.02921077251193685,0.0008381941297633901,0.025220269727597833,0.03816572045220019,0.04115208584303119,0.038887207299664446,0.0005284700551805537,0.07771393339355083,0.026691797673162453,0.02506348312167619,0.03957730796632575,0.06642233203090592,0.01671426119267595,0.029781309512439708,0.08256865108907939,0.01834739213790591,0.008310873363981092,"[[\"Vehicles\",0.11280771199313247],[\"Science\",0.08256865108907939],[\"Engineering\",0.07771393339355083]]"
"charitywater",0.0005947770487826772,0.041180560540284815,0.0316544687995729,0.03131647443958572,0.09041784404833947,0.009293702011537334,0.044205004234612884,0.10908185452150759,0.08467985116667845,0.03275559165659436,0.014495555037193127,0.014657743379359468,0.04016068904401064,0.016171819986419693,0.0004560765378903652,0.01382168765160293,0.042320822332842754,0.0287946292904094,0.029552448561058903,0.029494294530661415,0.0033658908341485994,0.00034786917857200717,0.002827306625282666,0.0366516405740686,0.04496288913482475,0.1343148124805229,0.028307832438200956,0.1320356337725917,0.0349002313431275,0.02521601481128196,0.04589036656616378,0.0005434675376902206,0.03911852005214137,"[[\"Food\",0.1343148124805229],[\"HealthCare\",0.1320356337725917],[\"Politics\",0.10908185452150759]]"
"shopliv3",0.0022837065374132688,0.002537165794374957,0.004503520327246633,0.026255458968050902,0.00163983492993027,0.008089658891491111,0.005656711935722756,0.005558078798807447,0.011965826008381183,0.016360305684981404,0.015730987948788386,0.0038220497115203918,0.0035306571406972095,0.01754104533735037,0.005780460607274389,0.010359890411733158,0.01166644175158654,0.005019558361232227,0.01652397187566399,0.03679897889701683,0.009133415701938007,0.006795581740093629,0.0036919840953507934,0.006344373378390894,0.014126354131534544,0.011741509295428462,0.01724276460537049,0.0017150504672948865,0.006446970801858151,0.005583372773974955,0.0052770943169159765,0.0059717019871311046,0,"[[\"Books\",0.03679897889701683],[\"Animals\",0.026255458968050902],[\"Sports\",0.01754104533735037]]"
"chrisburkard",0.13651833207222383,0.13982332064927944,0.020358511531309888,0.029015982850201016,0.018970962327136062,0.0006770831530420822,0.025523158462502134,0.0005515876875614013,0.016577854622688876,0.08359062690304381,0.024759200432368948,0.03364904243564115,0.07450875167900985,0.04904990973214125,0.007824958184415835,0.021826752823125635,0.01175404129405057,0.023427951981707558,0.13803780408469324,0.035586230240414775,0.01436336652902195,0.0001527310858838722,0.03302389095228931,0.030665693056834337,0.0037991583460541536,0.04432316711010228,0.029103739202681382,0.007266773153802364,0.08700987157884107,0.011843367323991025,0.013038088206102517,0.0007109736238550727,0.008064886068085269,"[[\"Sculpture\",0.13982332064927944],[\"Architecture\",0.13803780408469324],[\"Photography\",0.13651833207222383]]"
